text,label,english
"қысқаша хабар қызметі. sptv: нью-джерси шайтандары мен детройттың қызыл қанаттары шайбалы хоккей ойнайды. дұрыс па, қате ме? соңы? жауап беру end sptv ,,,",0,"sms. ac sptv: the new jersey devils and the detroit red wings play ice hockey. correct or incorrect? end? reply end sptv,,,"
"«құттықтаймыз! 2 жылдық 1 жылдық арнайы кинотеатр сіздікі. қазір 09061209465 нөміріне қоңырау шалыңыз! c suprman v, matrix3, starwars3, т.с.с. барлығы 4 тегін! bx420-ip4-5we. 150pm. өткізіп алмаңыз!» ,,,",0,"""congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! c suprman v, matrix3, starwars3, etc all 4 free! bx420-ip4-5we. 150pm. dont miss out! "",,,"
"«бағалы клиент ретінде, мен сізге mob no. туралы соңғы шолудан кейін сізге 1500 фунт стерлингтік бонустық сыйлық берілетіндігіңізге қуаныштымын, 09066364589 нөміріне қоңырау шалыңыз» ,,,",0,"""as a valued customer, i am pleased to advise you that following recent review of your mob no. you are awarded with a å£1500 bonus prize, call 09066364589"",,,"
"«шұғыл ur-ге eurodisinc trav, aco & entry41 немесе å 1000 фунт стерлингтеріне ақысыз саяхат тағайындалды. 87121 18 + 6 * å 1,50 фунт стерлинг dis талап ету үшін (толығырақfrmmob. shracomorsglsuplt) 10, ls1 3aj» ,,,",0,"""urgent ur awarded a complimentary trip to eurodisinc trav, aco&entry41 or å£1000. to claim txt dis to 87121 18+6*å£1.50(morefrmmob. shracomorsglsuplt)10, ls1 3aj"",,,"
"«сіз жаңа \ ажырасу барби \» «туралы естідіңіз бе? ол кендің барлық заттарымен бірге келеді!» «» ,,,",0,"""did you hear about the new \divorce barbie\""""? it comes with all of ken's stuff!"""""",,,"
"клиенттерге қызмет көрсету өкіліне 0800 169 6031 телефоны бойынша таңғы 10-нан 9-ға дейін қоңырау шалыңыз, өйткені кепілдендірілген 1000 фунт ақшалай қаражат немесе 5000 фунт стерлинг ұтып алдыңыз! ,,,",0,"please call our customer service representative on 0800 169 6031 between 10am-9pm as you have won a guaranteed å£1000 cash or å£5000 prize!,,,"
"«сіздің қоңырау үні жиналуды күтіп отыр. тек растау үшін 85069 нөміріне \ mix \» «құпия сөзін жазыңыз. usher және britney-ді алыңыз. fml», пошта жәшігі 5249, «mk17 92h. 450ppw 16» «»,",0,"""your free ringtone is waiting to be collected. simply text the password \mix\"""" to 85069 to verify. get usher and britney. fml"", po box 5249,"" mk17 92h. 450ppw 16"""""","
"гент! біз сізбен байланысуға тырысамыз. өткен демалыс күндері өткен ұтыс ойыны сіздің £ 1000 кепілді сыйлық ұтып алғаныңызды көрсетеді. 09064012160 нөміріне қоңырау шалыңыз. шағым коды k52. тек 12 сағ жарамды. 150ppm ,,,",0,"gent! we are trying to contact you. last weekends draw shows that you won a å£1000 prize guaranteed. call 09064012160. claim code k52. valid 12hrs only. 150ppm,,,"
"сіз жеңімпаз болып табылдыңыз, сіз арнайы таңдалдыңыз, 2 фунт стерлинг алады немесе 4 * демалыс (рейстер inc) тірі оператормен сөйлеседі 2 шағым 0871277810910p / min (18+) ,,,",0,"you are a winner u have been specially selected 2 receive å£1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ,,,"
"жеке! сіздің 2004 жылғы 07742676969 шотына арналған есептілікте 786 қайтарылмаған бонустық ұпайлар көрсетілген. талап қою үшін 08719180248 нөміріне қоңырау шалыңыз. идентификатор коды: 45239 мерзімі аяқталады ,,,",0,"private! your 2004 account statement for 07742676969 shows 786 unredeemed bonus points. to claim call 08719180248 identifier code: 45239 expires,,,"
"«шұғыл! сіздің ұялы телефоныңызға 5/9/03 ж. күні £ 2000 бонустық қоңырау шалысының сыйлығы берілді. бұл u-мен байланыс орнатуға тырысатын соңғы әрекет! 09064019788 box42wr29c, 150pmm стационарлық телефонынан қоңырау шалыңыз» ,,,",0,"""urgent! your mobile no. was awarded å£2000 bonus caller prize on 5/9/03 this is our final try to contact u! call from landline 09064019788 box42wr29c, 150ppm"",,,"
"бүгінгі күні 7548 аяқталатын voda нөмірлері 350 доллар сыйақы алу үшін таңдалды. егер сізде сәйкестік болса, 08712300220 нөміріне қоңырау шалып, 4041 стандартты тарифтік қосымшаға сілтеме жасай аласыз ,,,",0,"todays voda numbers ending 7548 are selected to receive a $350 award. if you have a match please call 08712300220 quoting claim code 4041 standard rates app,,,"
"sunshine quiz wkly q! альгарваның қай елде екенін білсеңіз, sony dvd-дің үздік ойнатқышын ұтып алыңыз? жіберу 82277 нөміріне. £ 1.50 sp: тайрон ,,,",0,"sunshine quiz wkly q! win a top sony dvd player if u know which country the algarve is in? txt ansr to 82277. å£1.50 sp:tyrone,,,"
"бүгін кешке 2 адам ұйықтағыңыз келе ме? шынында dogging мекендері 2 ur mob жіберілгенін қалайсыз ба? 69888 нөміріне ұлыбританияның ең үлкен dogging network bt txting gravel қосылыңыз! nt. ec2a. 31p.msg@150p ,,,",0,"want 2 get laid tonight? want real dogging locations sent direct 2 ur mob? join the uk's largest dogging network bt txting gravel to 69888! nt. ec2a. 31p.msg@150p,,,"
"сіз бұдан былай svc чатындағы мсг-хабарламаларды жібермейсіз. ақысыз хардкор қызметтері үшін 69988 мекен-жайына sms жолдаңыз, егер сіз ештеңе алмаған болсаңыз, жасы бойынша желімен тексеріп, қайталап көріңіз ,,,",0,"you'll not rcv any more msgs from the chat svc. for free hardcore services text go to: 69988 if u get nothing u must age verify with yr network & try again,,,"
"«freemsg неге менің мәтініме жауап берген жоқсың? мен рэндимін, сексуалды, әйелмін және жергілікті тұрғынмын. luv to hear from u. netcollex ltd 08700621170150p msg жауап» аяқтауды тоқтату «,,,",0,"""freemsg why haven't you replied to my text? i'm randy, sexy, female and live local. luv to hear from u. netcollex ltd 08700621170150p per msg reply stop to end"",,,"
"клиенттерге қызмет көрсету. сізді жаңа жылдық жеткізу күтіп тұр. жеткізуді ұйымдастыру үшін қазір 07046744435 нөміріне хабарласыңыз ,,,",0,"customer service annoncement. you have a new years delivery waiting for you. please call 07046744435 now to arrange delivery,,,"
"сіз жеңімпазсыз, u арнайы таңдалған, 2 фунт стерлингке қолма-қол ақша алады немесе 4 * демалыс (рейстер inc) тірі оператормен сөйлеседі 2 шағым 0871277810810 ,,,",0,"you are a winner u have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,,,"
"-pls stop bootydelious (32 / f) сізді оның досы болуға шақырады. жауап беру иә-434 немесе жоқ-434 оны қараңыз: www.sms.ac/u/bootydelious тоқтату? stop frnd нөмірін 62468 нөміріне жіберіңіз ,,,",0,"-pls stop bootydelious (32/f) is inviting you to be her friend. reply yes-434 or no-434 see her: www.sms.ac/u/bootydelious stop? send stop frnd to 62468,,,"
"«bangbabes ur тапсырыс жолда. ur msg 2 сервисін ur мазмұнын жүктеу керек. егер ол болмаса, goto wap. bangb. tv ur мобильді интернет / қызмет мәзірінде» ,,,",0,"""bangbabes ur order is on the way. u should receive a service msg 2 download ur content. if u do not, goto wap. bangb. tv on ur mobile internet/service menu"",,,"
"срочно! біз сізбен байланысуға тырысамыз. өткен демалыс күндері өткен ұтыс ойыны сіздің £ 900 кепілді сыйлық ұтып алғаныңызды көрсетеді. 09061701939 нөміріне қоңырау шалыңыз. шағым коды s89. тек 12 сағат жарамды ,,,",0,"urgent! we are trying to contact you. last weekends draw shows that you have won a å£900 prize guaranteed. call 09061701939. claim code s89. valid 12hrs only,,,"
"клиенттерге қызмет көрсету жөніндегі уәкілге freephone 0808 145 4742 нөміріне қоңырау шалыңыз, 9-дан 11-ге дейін, өйткені кепілдендірілген 1000 фунт ақшалай немесе 5000 фунт стерлинг ұтып алдыңыз! ,,,",0,"please call our customer service representative on freephone 0808 145 4742 between 9am-11pm as you have won a guaranteed å£1000 cash or å£5000 prize!,,,"
"сіз жеткіліктісіз бе? 30 тамыздан бастап біліңіз. www.areyouunique.co.uk ,,,",0,"are you unique enough? find out from 30th august. www.areyouunique.co.uk,,,"
"«2004 жылдан бастап 500 жаңа ұялы телефон, өту керек! текст: nokia нөміріне: 89545 дейін және өзіңдікін жинап ал! тек 1 фунттан бастап www.4-tc.biz 2optout 087187262701.50gbp / mtmsg18» ,,,",0,"""500 new mobiles from 2004, must go! txt: nokia to no: 89545 & collect yours today!from only å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18"",,,"
"«жақында сіз армандаған серіктеспен кездесесіз бе? сіздің мансабыңыз 2-ден басталады ма? 2 тегін біліп алыңыз, horo мәтіні, содан кейін жұлдыз жұлдызшасы, мысалы horo aries» ,,,",0,"""will u meet ur dream partner soon? is ur career off 2 a flyng start? 2 find out free, txt horo followed by ur star sign, e. g. horo aries"",,,"
"бүгін сексуалды адаммен sms жолдаңыз және танысыңыз. u күнді таба алады немесе тіпті u-ға дейін флирт жасай алады. 4-ке 10-ға қосылыңыз. жауап жасаңыз және жас, мысалы, sam 25. 18 -msg recd @ ottyeight penence ,,,",0,"text & meet someone sexy today. u can find a date or even flirt its up to u. join 4 just 10p. reply with name & age eg sam 25. 18 -msg recd@thirtyeight pence,,,"
"u 447801259231-де құпия жанкүйер бар, ол 2 іздейді, u-мен байланыс орнатады, кім екенін анықтайды * кім ur деп санайтынын анықтайды, 09058094597 нөміріне арнайы қоңырау шалыңыз ,,,",0,"u 447801259231 have a secret admirer who is looking 2 make contact with u-find out who they r*reveal who thinks ur so special-call on 09058094597,,,"
"құттықтаймыз 500 cd купонымен марапатталған немесе 125 сыйлыққа кепілдік берілген және ақысыз кіру 100 100 музыка қосылымы бар 87066 tncs-ке www.ldew.com1win150ppmx3age16 екі жүз рет сурет салу,",0,"congratulations ur awarded 500 of cd vouchers or 125gift guaranteed & free entry 2 100 wkly draw txt music to 87066 tncs www.ldew.com1win150ppmx3age16,,,"
"біз сізбен телефон тұтқасын ұсынуға жауап ретінде сізбен байланысуға тырыстық? кез келген уақытта 750 желі бар ма? шексіз мәтін? бейнекамера? қазір жауап беру немесе қоңырау шалу 08000930705 ,,,",0,"we tried to contact you re your reply to our offer of a video handset? 750 anytime networks mins? unlimited text? camcorder? reply or call 08000930705 now,,,"
"сәлем, мен 69698 нөміріне жазылуды тоқтату үшін сағат 150-де зарядталған 69698 нөміріне ашық мәтінді ашық сөйлесіп немесе ашық сөйлескім келеді.",0,"hey i am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,,,"
"ur рингтон қызметі өзгерді! 25 тегін несие! қазір мазмұн таңдау үшін club4mobiles.com сайтына өтіңіз! тоқта? txt club stop to 87070. 150p / wk club4 po box1146 mk45 2wt ,,,",0,"ur ringtone service has changed! 25 free credits! go to club4mobiles.com to choose content now! stop? txt club stop to 87070. 150p/wk club4 po box1146 mk45 2wt,,,"
"рингтон клубы: ұлыбритания синглы кестесін апта сайын ұялы телефоннан алыңыз және кез-келген сапалы қоңырау үнін таңдаңыз! бұл хабарлама тегін. ,,,",0,"ringtone club: get the uk singles chart on your mobile each week and choose any top quality ringtone! this message is free of charge.,,,"
"hmv bonus special 500 фунт шынайы hmv ваучерлері жеңіске жетеді. 4 қарапайым сұраққа ғана жауап беріңіз. қазір ойнаңыз! 86688 нөміріне hmv жіберіңіз қосымша ақпарат: www.100percent-real.com ,,,",0,"hmv bonus special 500 pounds of genuine hmv vouchers to be won. just answer 4 easy questions. play now! send hmv to 86688 more info:www.100percent-real.com,,,"
"t-mobile клиенті, енді сіз өзіңіздің адалдығыңыз үшін тегін камера телефонын жаңартуға және ақы төлеу сим-картасын талап ете аласыз. 0845 021 3680 нөміріне қоңырау шалыңыз. ұсыныс 28 ақпанға дейін аяқталады.",0,"t-mobile customer you may now claim your free camera phone upgrade & a pay & go sim card for your loyalty. call on 0845 021 3680.offer ends 28thfeb.t&c's apply,,,"
"«sms. ac соқыр күн 4u!: rodds1 абердин, ұлыбританиядан 21 / м қашықтықта орналасқан. оны тексеріңіз http: // img. sms. ac / w / icmb3cktz8r7! -4 жоқ соқыр күндер hide жібермейді» ,,,",0,"""sms. ac blind date 4u!: rodds1 is 21/m from aberdeen, united kingdom. check him out http://img. sms. ac/w/icmb3cktz8r7!-4 no blind dates send hide"",,,"
"«themob> біздің ең жаңа мазмұнды, ойындарды, үндерді, өсек-аяңдарды, сәбилерді және спортты тексеріп көріңіз, мобильді формаңызды сақтаңыз және 82468 нөміріне wap мәтінін жіберіңіз» ,,,",0,"""themob> check out our newest selection of content, games, tones, gossip, babes and sport, keep your mobile fit and funky text wap to 82468"",,,"
"«ақылды деп ойлайсыз ба? осы аптадағы викторинада 200 фунт стерлинг ұтып алыңыз, қазір 85222 нөміріне ойнатыңыз! sms-хабарламалар! клиенттер мен жеңімпаздар winnersclub po box 84, m26 3uz. 16+. gbp1.50 / аптасына» ,,,",0,"""think ur smart ? win å£200 this week in our weekly quiz, text play to 85222 now!t&cs winnersclub po box 84, m26 3uz. 16+. gbp1.50/week"",,,"
"тек желтоқсан! сіздің ұялы телефоныңыз 11-ші минут + болды ма? сіз ұялы телефонның соңғы мобильді нұсқасын ақысыз жаңартуға құқысыз! 08002986906 нөміріне mobile update co ақысыз қоңырау шалыңыз ,,,",0,"december only! had your mobile 11mths+? you are entitled to update to the latest colour camera mobile for free! call the mobile update co free on 08002986906,,,"
германияға минутына 1 пенспен қоңырау шалыңыз! бекітілген желіден 0844 861 85 85 қоңырау шалыңыз. алдын ала төлем жасалмайды. тікелей қол жетімділік!,0,"call germany for only 1 pence per minute! call from a fixed line via access number 0844 861 85 85. no prepayment. direct access!,,,"
"әулие валентин күні! біздің викторинада 1000 фунт стерлингтен ұтып, серіктесіңізді өмір бойғы сапарға шығарыңыз! 83600 нөміріне go жіберіңіз. 150p / msg rcvd. күтім: 08718720201. ,,,",0,"valentines day special! win over å£1000 in our quiz and take your partner on the trip of a lifetime! send go to 83600 now. 150p/msg rcvd. custcare:08718720201.,,,"
"шағаны қалайсыз? мен қызықтырамын? sextextuk.com txt xxuk suzy-ден 69876-ға дейін. тсхт-тер msg үшін 1,50 тұрады. веб-сайттағы тнк. х ,,,",0,"fancy a shag? i do.interested? sextextuk.com txt xxuk suzy to 69876. txts cost 1.50 per msg. tncs on website. x,,,"
"құттықтаймыз 500 cd купонымен марапатталған немесе 125 сыйлыққа кепілдік берілген және ақысыз кіру 100 100 музыка қосылымы бар 87066 tncs-ке www.ldew.com1win150ppmx3age16 екі жүз рет сурет салу,",0,"congratulations ur awarded 500 of cd vouchers or 125gift guaranteed & free entry 2 100 wkly draw txt music to 87066 tncs www.ldew.com1win150ppmx3age16,,,"
"ur қолма-қол ақша қалдығы қазіргі уақытта 500 фунтты құрайды - бұл ақша қаражатын барынша көбейту үшін cash ақшасын 86688 нөміріне тек 150p / msg жіберіңіз. cc: 08708800282 hg / suite342 / 2lands row / w1j6hl ,,,",0,"ur cash-balance is currently 500 pounds - to maximize ur cash-in now send cash to 86688 only 150p/msg. cc: 08708800282 hg/suite342/2lands row/w1j6hl,,,"
"«update_now - xmas ұсынысы! соңғы motorola, sonyericsson & nokia және тегін bluetooth! қызғылт сары түсті қос миналар мен 1000 txt. 08000839402 нөмірінде mobileupd8 қоңырау шалыңыз немесе call2optout / f4q =» ,,,",0,"""update_now - xmas offer! latest motorola, sonyericsson & nokia & free bluetooth! double mins & 1000 txt on orange. call mobileupd8 on 08000839402 or call2optout/f4q="",,,"
"міне, сіздің rp176781 жеңілдік коды. басқа хабарламаларды тоқтату үшін жауап беру тоқтатылады. www.regalportfolio.co.uk. клиенттерге қызмет көрсету 08717205546 ,,,",0,"here is your discount code rp176781. to stop further messages reply stop. www.regalportfolio.co.uk. customer services 08717205546,,,"
"«t91 қоңырау үніне тапсырыс бергеніңізге рахмет. сізден аптасына 4 gbp алынады. жазылымнан кез келген уақытта 09057039994 нөміріне хабарласып, абоненттік қызметке хабарласуыңызға болады» ,,,",0,"""thanks for your ringtone order, reference t91. you will be charged gbp 4 per week. you can unsubscribe at anytime by calling customer services on 09057039994"",,,"
"«апельсиндегі екі минуттық және минуттық 4 6 айлық тегін bluetooth. sony, nokia motorola телефондарында қол жетімді. 08000839402 нөміріне mobileupd8 қоңырау шалыңыз немесе call2optout / n9dx» ,,,",0,"""double mins and txts 4 6months free bluetooth on orange. available on sony, nokia motorola phones. call mobileupd8 on 08000839402 or call2optout/n9dx"",,,"
"4-ші жарты бағасы - апельсинді жалға алу және соңғы камера телефондары 4 тегін. сіздің телефоныңыз 11-ші минут болды ма? қазір жаңарту үшін mobilesdirect-ке 08000938767 нөміріне қоңырау шалыңыз! or2stoptxt ,,,",0,"4mths half price orange line rental & latest camera phones 4 free. had your phone 11mths ? call mobilesdirect free on 08000938767 to update now! or2stoptxt,,,"
"«поли үшін 87131 нөміріне бірінші ақпаратты мәтін жазыңыз немесе шын үнділік үшін 87131 нөміріне жазыңыз! көмек беріңізші? 0845 2814032 16 1-ші бос болғаннан кейін, әуендер 3 × 150 фунт стерлингті құрайды» ,,,",0,"""free ringtone text first to 87131 for a poly or text get to 87131 for a true tone! help? 0845 2814032 16 after 1st free, tones are 3xå£150pw to eå£nd txt stop"",,,"
"100 танысу қызметі кал; л 09064012103 box334sk38ch ,,,",0,"100 dating service cal;l 09064012103 box334sk38ch,,,"
"біздің £ 250 апталық байқауға тегін кіру қазір 80086 нөміріне win сөзін жазыңыз. 18 t&c www.txttowin.co.uk ,,,",0,"free entry into our å£250 weekly competition just text the word win to 80086 now. 18 t&c www.txttowin.co.uk,,,"
"логотипті жіберіңіз 2 lo lover - 2 есім жүрекпен қосылды. txt love name1 name2 mobno мысалы lame adam eve 07123456789 дан 87077-ге yahoo! pobox36504w45wq txtno 4 жарнама жоқ 150p ,,,",0,"send a logo 2 ur lover - 2 names joined by a heart. txt love name1 name2 mobno eg love adam eve 07123456789 to 87077 yahoo! pobox36504w45wq txtno 4 no ads 150p,,,"
"біреу біздің танысу қызметімізге хабарласып, сіздің телефоныңызға кірді, өйткені олар сізді қызықтырады! бұл кім екенін білу үшін 09111032124 қалалық телефонынан қоңырау шалыңыз. pobox12n146tf150p ,,,",0,"someone has contacted our dating service and entered your phone because they fancy you! to find out who it is call from a landline 09111032124 . pobox12n146tf150p,,,"
"срочно! сіздің ұялы телефоныңыздың нөміріне 2000 å фунт стерлинг кепілдік берілді. 09058094455 телефонына қоңырау шалыңыз. 3030-шағым. тек 12 сағат ішінде жарамды ,,,",0,"urgent! your mobile number has been awarded with a å£2000 prize guaranteed. call 09058094455 from land line. claim 3030. valid 12hrs only,,,"
"құттықтаймыз! nokia 3650 бейнекамера телефоны - бұл сіздің қоңырауыңыз 09066382422 қоңыраулар құны 150 минуттық а. ав. қоңырау 3 минут ұялы телефоннан ерекшеленеді 16+ жабу 300603 хабарлама bcm4284 ldn wc1n3xx ,,,",0,"congrats! nokia 3650 video camera phone is your call 09066382422 calls cost 150ppm ave call 3mins vary from mobiles 16+ close 300603 post bcm4284 ldn wc1n3xx,,,"
"«кез-келген мақсатқа арналған несие - 500 фунт стерлингтен 75 000 фунтқа дейін. үй иелері + жалға алушылар қош келдіңіз. сізден бұрын бас тартылған ба? біз сізге әлі де көмектесе аламыз. тегін 0800 1956669 нөміріне қоңырау шалыңыз немесе» көмек «деген мәтіні бар хабарлама жіберіңіз» ,,,",0,"""loan for any purpose å£500 - å£75,000. homeowners + tenants welcome. have you been previously refused? we can still help. call free 0800 1956669 or text back 'help'"",,,"
"«upgrdcentre orange клиенті, сіз өзіңіздің адалдығыңыз үшін тегін камера телефон жаңартуын талап ете аласыз. қазір 0207 153 9153 нөміріне қоңырау шалыңыз. ұсыныс 26 шілдеде аяқталады. сауалнамалар қолданылады. бас тарту мүмкіндігі бар» ,,,",0,"""upgrdcentre orange customer, you may now claim your free camera phone upgrade for your loyalty. call now on 0207 153 9153. offer ends 26th july. t&c's apply. opt-out available"",,,"
"okmail: құрметті дэйв - бұл сіздің 4 * tenerife демалысын немесе # 5000 cash сыйлығын алу туралы соңғы хабарламаңыз! қалалық телефоннан 09061743806 нөміріне қоңырау шалыңыз. tcs sae box326 cw25wx 150ppm ,,,",0,"okmail: dear dave this is your final notice to collect your 4* tenerife holiday or #5000 cash award! call 09061743806 from landline. tcs sae box326 cw25wx 150ppm,,,"
"бүгін кешке 2 адам ұйықтағыңыз келе ме? 2 ur mob жіберілген нақты dogging жерлерін қалайсыз ба? moan мәтінін 69888nyt нөміріне жіберіп, ұлыбританияның ең үлкен ит аулау желісіне қосылыңыз. ec2a. 31p.msg@150p ,,,",0,"want 2 get laid tonight? want real dogging locations sent direct 2 ur mob? join the uk's largest dogging network by txting moan to 69888nyt. ec2a. 31p.msg@150p,,,"
"«тегін хабарлама 500 sms ақысыз хабарламаларын осы хабарламаға тегін сөзімен жауап беру арқылы іске қосыңыз. шарттар мен ережелер үшін www.07781482378.com сайтына кіріңіз» ,,,",0,"""free message activate your 500 free text messages by replying to this message with the word free for terms & conditions, visit www.07781482378.com"",,,"
"«құттықтаймыз! 2 жылдық 1 жылдық арнайы кинотеатр сіздікі. 09061209465 нөміріне қоңырау шалыңыз! c suprman v, matrix3, starwars3, т.с.с. барлығы 4 тегін! bx420-ip4-5we. 150pm. өткізіп алмаңыз!» ,,,",0,"""congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! c suprman v, matrix3, starwars3, etc all 4 free! bx420-ip4-5we. 150pm. dont miss out!"",,,"
"+123 құттықтаймыз - осы аптадағы жарыста ұтыс ойыны 1450 фунт стерлингті ұтып, 09050002311 b4280703 нөміріне қоңырау шалыңыз. t&s / stop sms 08718727868. 18-ден жоғары тек 150 ppm ,,,",0,"+123 congratulations - in this week's competition draw u have won the å£1450 prize to claim just call 09050002311 b4280703. t&cs/stop sms 08718727868. over 18 only 150ppm,,,"
"«сізге ең жаңа nokia phone, 40gb ipod mp3 ойнатқышы немесе 500 фунт стерлинг сыйақыға кепілдік беріледі! мәтін сөз: no: 83355 нөміріне жинау! ibhltd ldnw15h 150p / mtmsgrcvd18 +» ,,,",0,"""you are guaranteed the latest nokia phone, a 40gb ipod mp3 player or a å£500 prize! txt word: collect to no: 83355! ibhltd ldnw15h 150p/mtmsgrcvd18+"",,,"
"150 р болт көгілдір реңктермен жауап беріңіз poly # немесе mono # мысалы poly3 1. ча ча слайд 2. иә 3. баяу джемз 6. уытты 8. менімен бірге келіңіз немесе тағы 4 тонусты тоқтатыңыз толық ,,,",0,"boltblue tones for 150p reply poly# or mono# eg poly3 1. cha cha slide 2. yeah 3. slow jamz 6. toxic 8. come with me or stop 4 more tones txt more,,,"
"сіздің кредиттеріңіз http://www.bubbletext.com үшін толықтырылды сіздің жаңарту pin-tgxxrz ,,,",0,"your credits have been topped up for http://www.bubbletext.com your renewal pin is tgxxrz,,,"
"«шұғыл !: сіздің ұялы телефоныңызға 02.09.03 ж. күні £ 2000 бонустық қоңырау шалушы сыйлығымен марапатталды! бұл біздің сізбен байланысудың екінші әрекеті! 0871-872-9755 box95qu нөміріне қоңырау шалыңыз» ,,,",0,"""urgent!: your mobile no. was awarded a å£2,000 bonus caller prize on 02/09/03! this is our 2nd attempt to contact you! call 0871-872-9755 box95qu"",,,"
"«бүгінгі ұсыныс! жеңілдіктер үшін 150 фунт стерлингтік ваучерді талап етіңіз! қазір 85023 нөміріне иә деп жазыңыз! savamob мүшесі ұялы телефон ұсынады! t cs 08717898035. å £ 3.00. төменгі 16. жауапты қайтару x» ,,,",0,"""today's offer! claim ur å£150 worth of discount vouchers! text yes to 85023 now! savamob, member offers mobile! t cs 08717898035. å£3.00 sub. 16 . unsub reply x"",,,"
"сіз өзіңіздің үніңізді келесі 24 сағат ішінде аласыз. шарттар үшін u арнасының телемәтіні pg 750 қараңыз ,,,",0,"you will recieve your tone within the next 24hrs. for terms and conditions please see channel u teletext pg 750,,,"
