,text,label,english
20," қарашада ақмола облысының кей жерлерінде бұрқасын күтіледі оңтүстікбатыс пен оңтүстіктен жел соғады, кей жерлерде күші м с күтіледі дауылды ескертудің ықтималдылығы , делінген хабарламада түнде қарашада солтүстік қазақстан облысында қар жауады кей жерлерінде жаяу бұрқасын, тұман, көктайғақ күтіледі петропавл қаласында түнде қарашада қар, жаяу бұрқасын күтіледі көктайғақ болады дауылды ескертудің ықтималдылығы сондайақ, қарашада түркістан облысының кей жерлерінде тұман, көктайғақ, күндіз солтүстікбатыстан соғатын желдің күші м с күтіледі дабылды ескертудің ықтималдылығы ",0,"on november , a blizzard is expected in some parts of akmola region the wind will be southwest and south, m s in some places the probability of a hurricane warning is it will snow in the north kazakhstan region at night on november in some places, blizzards, fog and ice are expected snow and blizzard are expected in petropavlovsk at night on november the probability of a hurricane warning is also, on november , in some parts of turkestan oblast, fog, ice, and northwest wind m s are expected in the afternoon the probability of an alarm warning is "
21,"с сейфуллин атындағы қазату жемқорлыққа қарсы университет ұжымы осындай ұранмен жаңа жоба бастады жемқорлық біздің қоғамға зиян келтіретін жағымсыз құбылыс сондықтан жемқорлықтың алдын алуәрқайсымыздың азаматтық борышымыз әсіресе, бұл жұмыс білім беру жүйесінде, оның ішінде еліміздің болашақ мамандарын қалыптастыратын жоғары оқу орындарында аса маңызды осы бағытта с сейфуллин атындағы қазақ агротехникалық университеті ашықтық, әділдік және жариялылық принциптеріне негізделген жүйелі жұмыстар атқаруда делінген университет таратқан ақпаратта университет ұжымының айтуынша, олар үшін әрбір оқытушы, студенттің, университет ұжымының әрбір мүшесінің осы құбылыстың барлық зиянын сезінуі және онымен күреске белсене қатысуы өте маңызды егер сіз оқу үдерісінде, емтихан тапсыруда, әскери кафедраға қабылдау кезінде, жатақханадан орын алуда немесе оқу орнымыздағы қызметкерлер тарапынан қызмет көрсетудің басқа да мәселелерінде жемқорлық әрекеттеріне тап болсаңыз, азаматтық белсенділігіңізді көрсетіп, сенім телефоны арқылы дереу хабарласып немесе тікелей ректор а қ күрішбаевқа, бірінші проректор а м әбдіровке, тәрбие жұмысы жөніндегі проректор ж а құсайыноваға келіп айтуыңызды сұраймыз дейді олар сонымен қатар, жемқорлық туралы дәлелді айғақтармен ақпарат берген тұлғаға теңге жиырма мың теңге көлемінде сыйақы белгіленетіні айтылған бұл ретте ақпарат берушінің құпиялылығы толық қамтамасыз етіледі ",0,"kazatu named after s seifullin against corruption the university staff started a new project under this motto corruption is a negative phenomenon that harms our society therefore, the prevention of corruption is a civic duty of each of us this work is especially important in the education system, including in the universities that form the future professionals of the country in this direction seifullin kazakh agro technical university carries out systematic work based on the principles of openness, fairness and transparency, the university said according to the university staff, it is important for every teacher, student and every member of the university staff to feel the harm and take an active part in combating it if you encounter corruption in the educational process, exams, admission to the military department, dormitory accommodation or other issues of service provided by the staff of our university, show your civic activism and immediately call the hotline or directly to the rector a please come to k kurishbayev, the first vicerector amabdirov, the vicerector for educational work zh a kusainova they say in addition, the person who provided evidence of corruption will be rewarded in the amount of , tenge twenty thousand tenge per month he said in this case, the confidentiality of the informant is fully ensured "
22,"баянөлгий аймағының тұрғыны о шәмелхан жылдан бері өз еркімен қаладағы қоқысты ұланбатыр қаласындағы қоқыс қабылдау орталықтарына жеткізіп келеді бұл туралы жергілікті монцамэ агенттігі жазды мен жылға жуық шопыр болып қызмет істеймін қазіргі уақытта баянөлгийұланбатыр бағытына жүк артамын негізінен ұланбатырдан баянөлгийге түрлі тауар тасимын өткен жылдан бері өлгий қаласының көшелерінен, қоқыс контейнерлерінен пластик бөтелкелерді, пластик есіктерезе жасаушылардың қалдығы қатарлы қайта өңдеуге болатын қалдықтарды ұланбатыр қаласына артып апарып жүрмін екі жылда тоннаға жуық қоқыс апардым бұл біріншіден қаламыздың экологиялық тазалығына қосқан үлесім болса, екіншіден баянөлгийден ұланбатырға барарда үнемі жүк табыла бермейді сондықтан осы қоқысты артып барып, қоқыс қабылдайтын орындарға өткіземін бұл жол шығынын өтеудің бір амалы дейді қарт жүргізуші оның айтуына қарағанда, қоқысты ешкімнен сатып алмайды кейде адамдар өздері әкеп береді көбінде көшеден, қоқыс тастайтын орындардан өзі жинап алады шәмелханның артып жүрген қоқысы салмағы жеңіл болса да, көп орын алатын, көлікке сиымдылығы аз осыны ескерген жүргізуші жергілікті жерде қоқыс буатын бума мен прес аппараты болса, бір жолда тоннадан астам қоқыс артуға болатынын айтады қазіргі таңда күнделікті тұрмыста жаппай қолданылып жүрген салофан пакеттер, пластик бөтелкелер қоршаған ортаға орасан зиян келтіретінін экологтар әлдеқашан дәлелдеген бір ғана пластик бөтелке қоқыс алаңында жойылып, табиғи тыңайтқышқа айналуы үшін жылдан астам уақыт керек екені айтылады ",0,"o shamelkhan, a resident of bayanulgii region, has been voluntarily delivering garbage from the city to garbage collection centers in ulan bator since this was reported by the local agency montsame i have been working as a driver for about years currently i am loading on the bayanulgiiulanbatyr route i mainly transport various goods from ulan bator to bayanulgii since last year, i have been transporting recyclable waste from the streets of ulgii, garbage containers , plastic bottles, plastic door and window makers to ulan bator in two years i took about tons of garbage this is, firstly, a contribution to the ecological cleanliness of our city, and secondly, there is not always a load from bayanulgii to ulan bator that s why i load this garbage and take it to the garbage collection points this is one way to cover the cost of travel, says the elderly driver according to him, garbage is not bought from anyone some people bring their own most of the time, shamelkhan collects garbage from the streets and landfills although the weight of the garbage is light, it takes up a lot of space and little space for cars with this in mind, the driver says that if there is a local garbage bag and baler, it is possible to load more than tons of garbage in one go environmentalists have long proven that salofan bags and plastic bottles, which are widely used in everyday life, cause great harm to the environment it is said that it takes more than , years for a single plastic bottle to be disposed of in a landfill and become a natural fertilizer "
23,"осылайша, әр ұрпақтың әскери қызметшілері үшін әскери борышты, ерлік пен арнамысты орындаудың лайықты үлгісі болып табылатын қазақ офицерінің есімі мәңгі есте сақталмақ борис түкенұлы керімбаев жылы қаңтарда алматы облысы, прудки кентінде дүниеге келген в и ленин атындағы ташкент жоғары командалық училищесін тәмамдаған офицерлік қызметін германиядағы кеңес әскерінің құрамында мотоатқыштар вызводының командирінен бастап, ортаазиялық әскери округте барлау ротасын, штабты басқарды, кейін мтотатқыштар батальонын жылы керімбаевті эфиопияға жаяу әскер бригадасы командирінің кеңесшісі лауазымында шетелдік іссапарға жіберді дәл осы жылы ол қапшағай қаласында құрылған арнайы мақсаттағы ші жекелеген жасқатың командирі болып тағайындалды жылы полковник борис керімбаев ауғанстанға жіберілді оның жасағы моджехеттерге қарсы құрылған жауынгерлік ісқимылдарға бірден кірісіп кетті офицер панджер шатқалындағы совет әскерлері мен ахмад шах масуда отрядтары қарсыларсының негізгі қатысушысы болып табылады жылы оның басшылық етуімен жасақ ауғандық моджахедтердің құрылымдарын белгісіз мерзімге ішінара бақылау және бұғаттау үшін сол жерге қайта жіберілді айдан кейін тұрақты атыстардан, қоныстану операциялары мен рейдтерден саны жағынан басым болған қарсыласпен моджахедтердің басшысы уақытша бітімге келісуге мәжбүр болды нәтижесінде кеңес әскерлеріне қарсы топтардың жауынгерлік ісқимылдарының тоқтатылды бұл сөзсіз керімбаевтың еңбегі болды жылдың наурыз айында полковник керімбаев барлық бөлімшелерді шатқалдан шығарды командеирге қара майор лақап атын жеке жасағы қойған болатын кейін офицер қапшағай қаласындағы ші арнайы мақсаттағы бригада командирінің орынбасары, ші арнайы мақсаттағы оқу полкінің командирі болып қызмет етті жылы денсаулық жағдайына байланысты қарулы күштерден полковник атағында босатылды жылы ақпанда ұзаққа созылған сырқаттан борис керімбаев алматы қаласында өмірден өтті офицер қызыл ту , ксро қарулы күштерінде отанға қызмет еткені үшін дәрежелі , айбын дәрежелі орденімен және мерейтойлық медальдармен марапатталды естеріңізге сала кетейік, биыл қазан айында халық қаһарманы полковник қасым қайсеновтің есімі өскемен қаласындағы әскери бөлімге және де аты аңызға айналған қазақстандық генералмайор шәкір жексенбаевтың есімі тараз қаласындағы әскери бөлімге берілген болатын ",0,"thus, the name of the kazakh officer, who is a worthy example of military service, courage and honor for servicemen of all generations, will always be remembered boris tukenovich kerimbayev was born on january , in the village of prudki, almaty region в и he graduated from the tashkent higher command school named after lenin germany as an officer in the soviet army in motoat clay v zvod n from the central asian military district commander to head exploration company, after mtotatq tar in batalon n kerimbayeva ethiopia sent an adviser to the commander of the infantry brigade of foreign business trip in the same year , he was appointed commander of the th special forces, established in kapchagai in , colonel boris kerimbayev was sent to afghanistan his detachment immediately began fighting against the mujahideen of cer gorge pandjer soviet troops and ahmad shah masuda is a member of the main groups qars lars n in , under his command, the troops were relocated indefinitely to partially control and block afghan mujahideen structures as a result, the antisoviet forces ceased hostilities undoubtedly, this was the work of kerimbayev in march , colonel kerimbayev pulled all units out of the gorge the commander was nicknamed black major by a private unit later, the officer served as deputy commander of the nd special purpose brigade in kapchagai, commander of the th special training regiment in he was discharged from the armed forces due to health problems on february , boris kerimbayev died of a long illness in almaty the officer was awarded the red banner , for service in the armed forces of the ussr rd degree , aibyn it should be reminded that in october this year, the military unit in ustkamenogorsk was named after colonel kassym kaysenov and the legendary kazakhstani major general shakir zheksenbayev was named after the military unit in taraz "
24,"tesla компаниясының басшысы илон маск cybertruck деген электр пикапты таныстырды жаңа автокөліктің дизайны жеймс бонд жайлы мені сүйген тыңшы фильмдегі көліктің негізінде жасалғанын илон маск лосанжелесте өткен таныстырылымда атап өтті жүк көлігінің кузобы әйнектен және тат баспайтын болат темірден жасалған автокөлікті таныстыру барысында масктың көмекшісі жүк көлігін ауыр балғамен, қатты бұйымдармен ұрып көрді соққы салдарынан көліктің әйнектері шытынағаны болмаса, ешқандай бүлінбеді ",0,"tesla ceo elon musk has unveiled the cybertruck electric pickup the new car is based on the james bond movie spy who loved me, elon musk said at a presentation in los angeles the truck s body is made of glass and stainless steel n during the presentation of the car, musk s assistant hit the truck with a heavy hammer and hard objects the car s windows were not damaged as a result of the impact "
25,"кәсіпқой бокста бес салмақ дәрежесінде чемпион атанған америкалық флойд мейуэзер жылы боксқа қайта оралмақ бұл туралы ол өзінің instagram парақшасында жазды жастағы боксшы аладғы жылы есте қаларлық қызықты бокс кешін өткізгісі келетінін және ufc басшысы дана уайтпен қайтадан жұмыс істейтінін жазған бұған дейін мейуэзер ufc чемпионы ресейлік хабиб нұрмағамбетовты бокс ережесі бойынша жекпежек өткізуге шақырған нұрмағамбетов бокс кешінен бас тартқан еске салсақ, флойд мейуэзер соңғы кездесуін жылы аралас жекпежек майталманы ирландиялық конор макгрегорға қарсы өткізген болатын бокс ережесімен өткен жекпежекте америкалық боксшы жеңіске жеткен еді ",0,"floyd mayweather jr , the fiveweight champion in professional boxing , will return to boxing in he wrote about this on his instagram page the yearold boxer wrote that he wants to have a memorable boxing party next year and will work with ufc president dana white again earlier, mayweather invited ufc champion habib nurmagambetov from russia to fight according to the rules of boxing nurmagambetov refused the boxing match it will be recalled that floyd mayweather had his last fight in against irishman conor mcgregor the american boxer won the fight according to the rules of boxing "
26," қараша климаттық қыстың басы болып саналады бірақ республиканың солтүстік, орталық және шығыс аймақтарының тұрғындары үшін ерте келіп қана қоймай, аномальды аяздармен басталып, оңтүстік облыстарға да тарады қазақстанға алдағы демалыс күндері солтүстік теңіздерден суық және дымқыл ауа түсуін жалғастырады сондықтан республиканың басым бөлігінде бұлтты ауа райы, кей жерлерде қар, бұрқасын, солтүстікшығыстан екпінді жел соғады, аяз бәсеңдей бастағанымен ауа температурасы орташа көпжылдық мәннен төмен сақталады, делінген хабарламада ",0,"november is the beginning of the climatic winter however, not only did it arrive early for residents of the northern, central and eastern regions of the country, but also began with anomalous frosts and spread to the southern regions over the coming weekend, kazakhstan will continue to receive cold and humid air from the northern seas therefore, in most parts of the country the weather will be cloudy, in some places there will be snow, blizzards, strong winds from the northeast , the temperature will remain below the longterm average, although the frost will begin to subside, the statement reads "
27,"қалың әрі ұзын шаш құпиясы шашыңыз жиі түсе ме олай болса сізге оңай көмектесетін, әрі тез нәтиже беретін маска туралы құпияны бөлісемін қалың әрі ұзын шаш кез келген ару секілді менің де арманым болатын себебі, көп уақыттан бері шашымның түсі күңгірттеніп, жылтырлығын жоғалтқан еді шашым көп түсіп, селдірей бастады бұл жағдай мені өте қатты алаңдатты, ақырында көп түсуінен шашым мүлдем жұқарып кетті түрлі маскалар жасағанымнан түк те шықпады бірақ бір күні маған косметолог princess hair маскасын қолдануды ұсынды толық сенбесем де қолданып көрейін деп шештім қазір нәтижесі таң қаларлықтай princess hair маскасын қолданған соң шашым қалыңдап , түсуі азайды әрі шашым жұмсарып, жалтырай түсті princess hair маскасын қолдансаңыз шашыңыз бірден қалыңдай бастайды бұл масканы қалыпты шаштың өсуін жақсарту үшін қолдансаңыздар да болады себебі, масканың құрамында шаштың қалыпты өсуіне көмектесетін компоненттер бар сенбесеңіз қолданып көріңіз оригинал princess hair маскасына тапсырыс беру үшін көк жазудың үстін басыңыз https vk cc a n np https vk cc a n np https vk cc a n np https vk cc a n np",0,"the secret of thick and long hair do you lose your hair often then let me share the secret of a mask that will help you easily and give fast results thick and long hair was my dream, like any beauty because for a long time my hair was dull and lost its shine my hair began to fall out a lot this situation bothered me a lot, and in the end my hair became very thin due to excessive hair loss i made different masks, but they didn t work but one day a cosmetologist suggested me to use the princess hair mask although i didn t believe it, i decided to try it now the results are amazing princess hair the end of the mask used in the depths, hair loss is reduced and my hair became soft and shiny if you use princess hair mask, your hair will immediately start to thicken you can also use this mask to improve normal hair growth this is because the mask contains ingredients that help normal hair growth if you don t believe me, try it click on the blue inscription to order the original princess hair mask https vk cc a n np https vk cc a n np https vk cc a n np https vk cc a n np"
28, құрсақ көтермеу йел ағзасының əлсіз болуы жыныстық аурулар эрозия инфекция восполение выделение еттекір кезінде іш ауруы егер жоғарыдағы тізімдегі проблемалар сізде болса онда міндетті түрде оқыңыз https vk cc tuuv https vk cc tuuv https vk cc tuuv https vk cc tuuv ,0," barrenness female zas n b independent transmission of sexual diseases erosion vospolen e v delen e ettekir abdominal pain during if you have problems in the list above, then be sure to read https vk cc tuuv https vk cc tuuv https vk cc tuuv https vk cc tuuv "
29,"жиын қазақстан республикасының қазақстан республикасының әкімшілікаумақтық құрылысы туралы және қазақстан республикасындағы жергілікті мемлекеттік басқару туралы заңдарына, сондайақ қазақстан республикасы үкіметінің жылғы ақпандағы қаулысымен бекітілген әкімшілікаумақтық бірліктерге, елді мекендердің құрамдас бөліктеріне атау беру, оларды қайта атау, сондайақ олардың атауларының транскрипциясын нақтылау мен өзгерту кезінде тиісті аумақ халқының пікірін ескеру ережесіне сәйкес өтті жиынның күнтәртібінде павлодар қаласының көшесінің атауын қайта атау мәселесі қаралды көпшілік тыңдауға қала тұрғындарынан қатысқысы келген адамның бәрі келді павлодар қалалық мәслихатының азаматтардың құқықтары мен заңдылықтарын сақтау жөніндегі және қала құрылысы мен экология жөніндегі тұрақты комиссияларының мүшелері мәслихат депутаттары көпшілік тыңдауға қатысқан азаматтардың пікірлерін ескере отырып дауыс беру арқылы шешім қабылдады қазақстан республикасы президентінің идеологиялық тұрғыдан ескірген, қайталанатын атауларды тарихи жерсу атауларын ұлттық танымға жақын дәстүрлі атаулармен өзгертуді қарастырды соның нәтижесінде елді мекендерге және объектілерге атау беру кезінде тарихи тұлғалар мен қазақстанның бергі тарихында жалпы ұлттық деңгейде танылған тұлғалардың есімдерін беру басты назарға алынды жиын қорытындысында павлодар қаласының көшесінің атауын қайта атауға ұсыныс жасалды олар димитров көшесін жүсіпбек аймауытов классик жазушы, мемлекет қайраткері жылы туғанына жыл толды май көшесін мәшһүр жүсіп әулие, қазақ мәдениеті мен әдебиетінің белгілі тұлғасы карл маркс көшесін әлихан бөкейхан алашорда үкіметінің төрағасы қоғам және мемлекет қайраткері киров көшесін ермахан бекмаханұлы тарихшы ғалым, академик короленко көшесін бұқар жырау қазақтың ұлы жырауы абылай ханның ақылшысы ж аймауытов көшесін ақжол володарский көшесін желтоқсан жылы алматыда болған көтеріліс крупская көшесін едіге би хүііхүііі ғ ғ қазақтың аса көрнекті биі жеті жарғы алғашқы қазақ заңдары жинағының авторларының бірі большая обьездная көшесін жібек жолы жібек жолы ерте замандағы керуендік сауда жол м ж көпеев көшесін ақбеттау баян тауларындағы ең биік шың атауы чкалов көшесін сағадат нұрмағамбетов армия генералы, кеңес одағының батыры, халық қаһарманы, қр алғашқы қорғаныс министрі пахомов көшесін қабдеш нұркин соғыс және еңбек ардагері бестужев көшесін шәкәрім құдайбердіұлы ақын, жазушы, философ ",0,"the meeting approved the laws of the republic of kazakhstan on administrativeterritorial structure of the republic of kazakhstan and on local government in the republic of kazakhstan , as well as the resolution of the government of the republic of kazakhstan dated february , on naming administrativeterritorial units, components of settlements, renaming them the name, as well as the opinion of the people of the relevant territory when clarifying and changing the transcription of their names were held in accordance with the e rule the agenda of the meeting included the issue of renaming streets of pavlodar the public hearing was attended by all residents of the city members of the standing committees of pavlodar city maslikhat on observance of citizens rights and legality and urban planning and ecology maslikhat deputies attended the hearing the decision was made by voting, taking into account the views of the participants the president of the republic of kazakhstan considered the replacement of ideologically outdated, repetitive names of historical place names with traditional names close to national identity as a result, when naming settlements and objects , the main attention was paid to the naming of historical figures and people known throughout the history of kazakhstan at the national level at the end of the meeting it was proposed to rename streets in pavlodar they dimitrov street zhusupbek aimautov a classic writer, statesman marks the th anniversary of his birth may street mashkhur zhusup saint, a famous figure of kazakh culture and literature karl marx street alikhan bokeikhan chairman of the government of alashorda public figure and statesman kirov street ermakhan bekmakhanovich historian, scientist, academician korolenko street bukhar zhyrau the great kazakh zhyrau adviser to abylai khan j aimautov street akzhol volodarsky street december uprising in almaty krupskaya street edige dance xviiixviii centuries the most outstanding kazakh dance one of the authors of the first collection of kazakh laws seven charters bolshaya obezdnaya street silk road silk road ancient caravan trade route m zh obvious s street aqbettaw bayan name of the highest peak in the mountains chkalov street sagadat nurmagambetov general of the army, hero of the soviet union, people s hero, the first minister of defense of the republic of kazakhstan pakhomov street kabdesh nurkin veteran of war and labor bestuzhev street shakarim kudaiberdiyevich poet, writer, philosopher "
30,"білім және ғылым вицеминистрі шолпан қаринова мемлекеттік білім беру грантына қойылатын талаптардың күшейтілетінін айтты ол бұл туралы бүгінгі халықаралық piaac бағдарламасының нәтижелеріне арналған жиында мәлімдеді бүгінгі зерттеулердің нәтижесі жоғары білім сапасын өзгерту қажет екенін айқын көрсетіп берді мұны оқушылар мен студенттердің функционалдық сауаттылығын арттыруға бағыттау керек биылғы жылы мыңнан астам грант бөлініп, конкурста небәрі , адам бір орынға таласты яғни, қалаған кез келген үміткер грантқа түсе алды, деп жауап берді шолпан қаринова тілшілер қойған сұраққа вицеминистрдің сөзіне сүйенсек, бұл білімнің сапасына кері әсер етеді әлбетте, гранттар берілу керек дегенмен, егер бөлінетін гранттың санын азайтатын болсақ, онда грант құнын көбейтуге тиіспіз тікелей қаржыландыру осы гранттар арқылы ғана жүргізіледі бүгін бұл жеткілісіз жоғары оқу орындарының материалдықтехникалық базасы мен профессорлықоқытушылар құрамының жалақысын көтеру бұл параметрлерге сәйкес келмейді сондықтан да гранттың құнын арттыру жоодағы ахуалдың жақсаруына себеп болады, деп түйіндеді оның айтуынша, грантқа деген бәсекелестіктің арқасында білім сапасының артуына қол жеткіземіз жалпы, біз жылдан бастап жоғары оқу орындарының академиялық тәуелсіздігін дамытуға бағытталған жұмыстар атқарып жатырмыз мұндай қадам жоғарғы білім көрсеткішінің айтарлықтай өсуіне ықпал етеді, деп түсіндірді шолпан қаринова вицеминистр студенттерге беретін білім сапасын арттыру қажеттігін де айтты дәл қазір грантты осынша қысқартамыз деп нақты сандар келтіріп айта алмаймын гранттар санын қысқарту керек деген мәселе жоқ біздің мақсат студенттерге беретін білімнің сапасын арттыру жұмыстар жүргізіліп жатыр арнайы аналитикалық топ айналысуда мемлекет тарапынан берілетін гранттың бағасы білім сапасына лайықты болуы шарт талдау жасап, мониторинг жүргіземіз сол кезде нақты қорытындысын айтатын боламыз, деп мәлімдеді білім және ғылым вицеминистрі ",0,"vice minister of education and science sholpan karinova said that the requirements for state educational grants will be strengthened he made this statement at today s meeting on the results of the international piaac program the results of today s research clearly show the need to change the quality of higher education this should be aimed at improving the functional literacy of schoolchildren and students this year, more than thousand grants were allocated, and only people competed for one place in the course that is, any candidate could apply for a grant, said sholpan karinova in response to a question from reporters according to the vice minister, this will have a negative impact on the quality of education of course, grants should be provided however, if we reduce the number of grants, we must increase the value of the grant direct funding is provided only through these grants today it is not enough the increase in the material and technical base of higher education institutions and the salaries of faculty members do not meet these parameters therefore, increasing the cost of the grant will improve the situation in the university, he concluded according to him, due to competition for grants, we will increase the quality of education in general, since we have been working to develop the academic independence of higher education institutions this step will significantly increase the rate of higher education, explained sholpan karinova the vice minister also stressed the need to improve the quality of education for students right now, i can not say for sure that we will reduce the number of grants there is no need to reduce the number of grants our goal is to improve the quality of education provided to students work is underway a special analytical group is engaged the price of a state grant must be commensurate with the quality of education we analyze and monitor then we will announce the exact results, said the vice minister of education and science "
31,"нұрсұлтан қаласында қаныш сәтбаевтың, ал павлодарда абай мен естайдың ескерткіштері орнатылады павлодарлық белгілі мүсіншілер, суретшілер, археологтар, мемлекеттік қызметкершілерден тұратын сарапшылардың назарына еліміздің атақты мүсіншілерінен жоба ұсынылды олардың қатарында нұрсұлтан, алматы, ақтөбе, қарағанды және тіпті мәскеуден келген шеберлер бар жұмыс авторларына қойылатын басты талаптардың ішінде тарихи тұлғалардың ауқымын қаныш сәтбаевтың отанына шексіз сүйіспеншілік, абай құнанбаевтың философиялық ойының тереңдігі және естай беркімбаевтың жанының лирикасын көрсету, деп жазды павлодар қаласының әкімдігі facebookтегі парақшасына кездесу қорытындысы бойынша болашақ монументтер жобаларының үздік нұсқалары іріктелді енді олар қазақстан республикасында орнатылатын ескерткіштер мен монументтер жөніндегі мемлекеттік комиссиясының қарауына берілетін болады ",0,"monuments to kanysh satpayev will be erected in nursultan, and monuments to abai and yestay will be erected in pavlodar projects from famous sculptors of the country were presented to the attention of experts, including wellknown pavlodar sculptors, artists, archeologists, government officials among them are masters from nursultan, almaty, aktobe, karaganda and even moscow among the main requirements for the authors of the work the range of historical figures the boundless love of kanysh satpayev for the motherland, the depth of philosophical thought of abay kunanbayev and the lyrics of the soul of yestay berkimbayev, wrote the mayor s office on facebook the best versions of future monuments were selected now they will be submitted to the state commission for monuments and monuments of the republic of kazakhstan "
32,"индустрия және инфрақұрылымдық даму министрі бейбіт атамқұлов үкімет отырысында сатып алусыз жалға берілетін тұрғын үй жобаларын орындау көрсеткіштері төмен екенін айтты министр сатып алусыз жалға берілетін тұрғын үй бойынша жобаларды іске асыру кезінде павлодар, қарағанды, атырау, ақмола облыстарының әкімдіктері бөлінген қаражатты толық игермегенін айтты биыл алматы пәтер , шығыс қазақстан пәтер , түркістан пәтер , маңғыстау пәтер және батыс қазақстан пәтер облыстарында жұмыс өндірісі кестесінен артта қалу салдарынан жалға берілетін тұрғын үй жобалары бойынша жоспарлаған көрсеткіштердің орындалмау қауіпі бар шымкент қаласының әкімдігі жергілікті бюджеттен қосымша қаражатының болмауына байланысты жұмыс істейтін жастарға пәтер сатып алу мәселесін шешкен жоқ бөлінген млрд теңгенің млрд теңгесі игеріліп, павлодар , , маңғыстау , , атырау , облыс әкімдіктерінде көпбалалы отбасылар үшін сатып алусыз жалға берілетін тұрғын үйлер бойынша қаражаттың төмен игерілуі байқалады, деді министр ",0,"minister of industry and infrastructure development beibut atamkulov said at a meeting of the government that the implementation of nonpurchase rental housing projects is low the minister said that the akimats of pavlodar, karaganda, atyrau and akmola regions did not fully use the allocated funds this year in almaty apartments , east kazakhstan apartments , turkestan apartments , mangistau apartments and west kazakhstan apartments regions there is a risk of nonfulfillment of planned indicators for rental housing projects due to delays in work akimat of shymkent did not solve the issue of purchasing apartments for working youth due to lack of additional funds from the local budget out of billion tenge allocated, billion tenge has been disbursed, and in pavlodar , mangistau , atyrau oblast akimats there is a low utilization of funds for rental housing for large families without purchase said the minister "
33,"asapland com порталының хабарлауынша, мексикалық боксшы сауль канело альварес жылы геннадий головкинді қоса алғанда екі біріктірілген жекпежек өткізбекші, деп хабарлайды sports kz канелоның жоспары жылы британиялық билли джо сондерспен және қазақстандық геннадий головкинмен кездесулер өткізіп, атақтарды біріктіру болып отыр егер головкин поляк боксшысы камил шереметамен кездесуде өзінің ibf және ibo нұсқалары бойынша чемпиондық атақтарын қорғай алса, канело gggмен кездесуді мексикалықтар үшін атаулы күн қыркүйекте өткізбекші , деп хабарлайды портал ",0,"according to asapland com, mexican boxer saul canelo alvarez plans to hold two combined fights in , including gennady golovkin , sports kz reports canelo s plan is to meet with british billy joe saunders and kazakhstan s gennady golovkin in the merger is taking place if golovkin can defend his ibf and ibo title against polish boxer kamil sheremet, canelo will meet ggg on september , the most important day for mexicans, the portal said "
34,"моңғолия астанасы ұланбатырда бокстан жастар арасындағы азия чемпионаты аяқталды қазақстандықтар құрлық додасында алты алтын, бір күміс және екі қола медаль иеленді келі салмақта жұдырықтасқан мұхаммедсабыр базарбайұлы финалда үндістандық қарсыласын жеңіп, азия чемпионы атанды сондайақ, келідегі жексен бейбарыс пен келідегі дархан дүйсебай ақтық сында өзбекстандық боксшылардан басым түсіп, алтын жүлдеге қол жеткізді келідегі сабырхан махмұд тайландтық спортшыны жеңсе, келідегі тоғамбай сағындық өзбекстандық қарсыласын ұтты аса ауыр салмақтағы сабырғали аманат оңтүстік корея боксшысынан мықтылығын дәлелдеді келідегі азамат бектас күміс жүлдеге ие болды жалпы есепте қазақстан командасы бірінші орын иеленді ",0,"the asian youth boxing championship has ended in ulan bator, the capital of mongolia kazakhstanis won six gold, one silver and two bronze medals in the continental competition mukhamedsabyr bazarbayevich kg defeated his indian opponent in the final and became the asian champion also, zheksen beibarys kg and darkhan duisebay kg defeated uzbek boxers in the final jetkizdi kg gold medal wins sabyrkhan mahmoud thai athlete, won the kg boxer from uzbekistan to ambay sagyndyk the most heavyweight sabyrgaly amanat proved the strength of south korea boks s nan azamat bektas kg won the silver medal in general, the team of kazakhstan took first place "
