text,label,english
"демікпесі бар бала үшін балалық шақтың қуанышы тез арманға айналады. көңілді котенка, жұмсақ күшік, гүл шоқтары - бұл қорқынышты шабуылдардың ықтимал қоздырғыштары. демікпенің басқа балалықты тонауына жол бермеңіз. 1800 өкпеге қоңырау шалыңыз, ақш. американдық өкпе ассоциациясы.",0,"for a kid with asthma, the joys of childhood quickly become living nightmares. a playful kitten, a cuddly puppy, a bouquet of flowers, all are potential triggers for terrifying attacks. don't let asthma rob another childhood. call 1800 lung, usa. the american lung association."
"әр 67 минут сайын біреу меланомадан қайтыс болады. ерте анықтау кезінде осы өлімнің көпшілігін болдырмауға болады. бұл достық күші арқылы olay және американдық дерматологиялық хирургия қоғамы сізді өмірді сақтап қалуға шақыруы мүмкін. ең жақсы дос қызыңыздан терінің қатерлі ісігін скринингтік тексеруден өтуге шақырыңыз және оны әрқашан spf киюге шақырыңыз. қосымша ақпарат алу үшін skincancertakesfriends.org сайтына өтіңіз. сұлулықтың хайуанға айналуына жол бермеңіз. өзіңіздің теріңізді қорғаңыз, анықтаңыз және жақсы көріңіз.",0,"every 67 minutes someone dies from melanoma. with early detection, most of these deaths can be prevented. this may, through the power of friendship, olay and the american society for dermatologic surgery invite you to save some lives. ask your best girlfriend to join you for a free skin cancer screening, and encourage her to always wear an spf. for more information go to skincancertakesfriends.org. don't let beauty become a beast. protect, detect, and love the skin you're in."
"біздің мектептерде өнер жеткіліксіз. луис армстронг айда ең бірінші жүрген адам деп ойлайды. бұл аполлон театрынан аполлон бағдарламасына дейінгі ұзақ жол, бірақ луис үшін армстронгтың адамзатқа жасаған үлкен секірістері жай нәрсе болды. өнер білімінің артықшылықтары туралы қосымша ақпарат алу үшін бізге americansforthearts.org сайтынан кіріңіз. керемет луис армстронг сияқты, сізге аз ғана жез керек. өнер. көбірек сұраңыз.",0,"there's just not enough art in our schools. no wonder people think louis armstrong was the first man to walk on the moon. it's a long way from the apollo theatre to the apollo program, but for louis armstrong giant leaps for mankind were simply a matter of course. for more information about the benefits of arts education, please visit us on the americansforthearts.org. just like great louis armstrong, all you need is a little brass. art. ask for more."
"сағат 4: 00-де менің балам болады (тыныштықты осында қалдырыңыз). егер сіз бос орынды толтыра алмасаңыз, балаңызға сұрақтар қоюды бастауыңыз керек. бұл балаларды есірткіден арылтудың дәлелденген әдісі. бұл жаман емес. бұл ата-ана. есірткіге қарсы кампания қаржыландырған бұл хабарлама",0,"at 4:00 my kid will be at (leave a beat of silence here). if you can't fill in the blank, you need to start asking your kid questions. it's a proven way to steer kids clear of drugs. it's not pestering. it's parenting. this message sponsored by the anti-drug campaign"
"бұл балалармен жыныстық қатынас туралы сөйлескеннен гөрі ыңғайсыз емес. бірақ сол сияқты маңызды. марихуана туралы балалармен сөйлесу оларда туындаған көптеген сұрақтарды шеше алады. және сізде болуы мүмкін. марихуана туралы әңгімелеу, сонымен қатар, балаларыңызға ондай кезде оларды оңай шеше алады, бұл сіз ойлағаннан да жиі болады. сонымен қатар, сіз олармен сөйлескен барлық нәрселерден кейін бұл сіз күткендей ыңғайсыз емес. қосымша ақпарат пен фактімен толтырылған буклетті 1-800-788-2800 нөміріне қоңырау шалыңыз.",0,"it's not half as uncomfortable as talking to your kids about sex. but just as important. talking to your kids about marijuana can clear up a lot of the questions they might have. and the ones you might have, too. talking about marijuana can also make your kids feel more at ease in dealing with it when they have to, which is probably more often than you think. besides, after everything else you've talked to them about, it's not as uncomfortable as you might expect. for more information and a fact-filled booklet, call 1-800-788-2800."
"сағат 4: 00-де менің балам _________________________ болады. егер сіз бос орынды толтыра алмасаңыз, сұрай бастауыңыз керек. бұл балаларды есірткіден арылтудың дәлелденген әдісі. бұл жаман емес. бұл ата-ана. сұра: кім? не? қашан? қайда? сұрақтар. есірткіге қарсы.",0,"at 4:00 my kid will be at _________________________. if you can't fill in the blank, you need to start asking. it's a proven way to steer kids clear of drugs. it's not pestering. it's parenting. ask: who? what? when? where? questions. the anti-drug."
достарыңызбен олардың есірткі мен алкоголь проблемалары туралы сөйлесу оңай болмауы мүмкін. бірақ бұл барлық айырмашылықты жасай алады. батылдық. есірткіге қарсы.,0,talking to your friends about their problems with drugs and alcohol might not be easy. but it can make all the difference. courage. the anti-drug.
балалар сенетін адаммен темекі шекпеу туралы сөйлесуі керек. сен. «10-ды алу» шақыруы сізді балаларыңызбен неге темекі шекпеу керектігін талқылау үшін жазбаша кепілге алуға шақырады. қол қойғаннан кейін біз сізге әңгімеңізді бастау үшін қажет құралдарды жібереміз.,0,"kids need to talk about not smoking with someone they can trust. you. the ""take 10"" challenge invites you to take a written pledge to discuss with your children why they shouldn't smoke. once you sign, we'll also send you the tools you'll need to get your conversation started."
"нәрестелер айналасында газ өткізу. өлімге әкелуі мүмкін. өткен газдан аммиак пен цианид сутегінің улы тұманы шығарылады, бұл нәрестенің дамып келе жатқан өкпесіне зиянды болуы мүмкін. газдың өтуі тіпті кенеттен болатын өлім синдромына ықпал етуі мүмкін. балалар темекі шегуге болмауы керек. бензин өткізбеңіз - оны далаға шығарыңыз.",0,"passing gas around infants. can be deadly. passing gas releases a toxic fog of ammonia and hydrogen cyanide, which can be especially harmful on an infant's developing lungs. passing gas can even contribute to sudden infant death syndrome. kids shouldn't be exposed to second hand smoke. don't pass gas - take it outside."
"аппалахияда әлі күнге дейін ами тәрізді кішкентай балалар, түнде аш жататындар бар - ең қарапайым заттардан айырылған кішкентай балалар, дәл осы америкада. айына небәрі 24 долларға сіз өте қиын жағдайда тұрған балаға демеушілік көмек көрсете аласыз. азық-түлік, жылы киім, денсаулық және мектеп қажеттіліктерін - тіпті бір-екі ойыншықпен қамтамасыз ете аласыз.",0,"in appalachia, there are still little children like amy who go to bed hungry at night - little children who are deprived of the basic necessities, right here in america. for just $24 a month, you can sponsor a child in desperate need. you can provide food, warm clothes, health and school needs - and maybe even a toy or two."
"біріккен мемлекеттердің қарулы күштері үкіметтің жеке және тәуелсіз бөліктері емес; керісінше, олар ұлттық саясат құралдарының бірін құрайды. ұлт туылғаннан бастап, саясат пен директиваларды әскери және үкіметтің атқарушы және заң шығарушы тармақтарына тағайындалған азаматтар жасады.",0,"the armed forces of the united states are not separate and independent parts of the government; rather, they compose one of the instruments of national policy. since the birth of the nation, policies and directives have been made by civilians assigned to the military and to the executive and legislative branches of the government."
"сіз жасай алатын нәрсе бар - дәл қазір - бұл артриттің ауруын алдағы жылдары жеңілдетеді. сіздің еркіңіздегі артрит негізін еске түсіру арқылы сіз бізге осы ауыр, жиі мүгедек ауруды тоқтатудың жолдарын табуға көмектесе аласыз. әрбір жеті американдықта болатын ауру. 1-800-552 қолында артрит негізін шақырыңыз. біз артритке байыпты қарайтын кез келді.",0,"there's something you can do -- right now -- that will ease the pain of arthritis in years to come. by remembering the arthritis foundation in your will, you can help us find ways to stop this serious, often crippling disease. a disease that affects one in every seven americans. call the arthritis foundation, at 1-800-552-hand. it's time we took arthritis seriously."
"азиялық роман мерекелері қарапайым демалыстан гөрі көбірек тілейтіндерге арналған. сондықтан өзіңізді икемді саяхаттау құндылықтарының бірі ретінде қабылдаңыз, мысалы: 1088 доллардан 5 түндік гонг-конг, 1929 доллардан 9 түн - сингапур, бали және бангкок. біз ұшу билеттерін, қонақүйлерді таңдауды, көрікті жерлерді және жеке көліктерді әуежайларға қайтуға және қайта кіруді қарастырдық. очарование сіздің шындық болсын. толық ақпарат алу үшін турагентіңізге қоңырау шалыңыз немесе әдемі бейнемізге 12,95 долларға тапсырыс беріңіз. 800-997-8886 нөміріне қоңырау шалыңыз.",0,"asian affair holidays are designed for the independent traveler, for those who desire more than the ordinary vacation. so treat yourself to one of our flexible travel values, such as hong kong for 5 nights from $1088, and singapore, bali, and bangkok -- 9 nights from $1929. we have included round-trip airfare, choice of hotels, sightseeing and private car transfers to and from airports. let the enchantment be your reality. call your travel agent for details, or order our beautiful video for just $12.95. call 800-997-8886."
"бес минутта немесе одан аз уақытта. зимбабве жасөспірімдеріне қант әкелері деп аталатын еркектердің қыздарға киім сатып алып, оның орнына мектеп ақысын төлейтін жыныстық қатынасқа қарсы тұруға көмектесу - американдық нэнси падиан шаз бастады (зимбабведегі жасөспірімдердің денсаулығын қалыптастыру). сіздің әйелдердің денсаулығы үшін ғаламдық қажеттілік (wghi.org) арқылы жасалған 10 долларлық сыйлығыңыз қыздарға еңбекке баулуды қамтамасыз етеді; 25 доллар бір семестрдің оқу ақысын жабады.",0,"in five minutes or less. to help zimbabwe's teens resist the lure of so-called sugar daddies-men who buy clothes for the girls and pay their school fees in exchange for sex-an american named nancy padian started shaz(shaping the health of adolescents in zimbabwe). your $10 gift, made through women's global health imperative (wghi.org) provides job training for girls; $25 covers a semester's school fees."
"егер сізде екі ой болса, ерте кетіңіз. осы өрт маусымына дайындалудың ең жақсы тәсілі - хабардар болу және түтін немесе от көрінбестен ерте кетуді жоспарлау. бірге тұратын барлық адамдармен сөйлесіңіз, сондықтан өрт қашан шығатынын және қашан кететініңізді бәріңіз білесіз. қондырғы жинағын маңызды құжаттармен және маңызды заттармен бірге алыңыз. жоғары тәуекелді күндері, cfa веб-сайтында өрттің қаупі мен рейтингін тексеріп, жергілікті радионы тыңдаңыз. күтіп, жақсылықтан үміттенбеңіз. отқа қалай дайын болу керектігін білу үшін cfa веб-сайтына кіріңіз. cfa.vic.gov.au сайтына кіріңіз немесе 1-800-250-6675 нөміріне қоңырау шалыңыз. дайындалу, әрекет ету, аман қалу.",0,"if you're in two minds, leave early. the best way to prepare for this fire season, is to stay informed and plan to leave early before you see smoke or fire. talk to everyone you live with, so you all know when you're going to leave and when you're going to go, if a fire starts. pack a relocation kit with important documents and essential items. on high risk days, check fire danger ratings, and fire warnings on the cfa website and listen to local radio. don't wait and hope for the best. visit the cfa website to find out how you can be fire ready. visit cfa.vic.gov.au or call 1-800-250-6675. prepare, act, survive."
"кенеттен 2000 доллар тұратын гриль өте орынды көрінеді. сиыр еті, оның түскі асына арналған.",0,"all of a sudden, a $2,000 grill seems perfectly reasonable. beef, its what's for dinner."
"кәрі иттерді еркелетуден, мысықтардың үстінен қыдырудан, шошқалармен қыдырудан, қояндарды тазалаудан және аттың көңін күректен гөрі не романтикалық? тек takiko may және джон эвингтен сұраңыз. май-тайларды maui ішкеннен гөрі, олар бал айын еріктілер ретінде өткізіп, канабтағы, юта штатындағы ең жақсы достарға арналған жануарлар қорығын жасады. ______________________ сценарийі джеймсромик",0,"what's more romantic than cuddling old dogs, cooing over kittens, walking potbellied pigs, cleaning bunny pens and shoveling horse manure? just ask takiko may and john ewing. instead of sipping mai-tais in maui, they spent their honeymoon as volunteers doing just that at best friends animal sanctuary in kanab, utah. ______________________ script by jamesromick"
"депрессияны бастан өткергенде, мен төсектен тұра алмадым. менің мақсаттарым мен армандарым алысқа кетті. мен өзім болған жерде болған адамдардың қолдау тобының көмегімен өмірімді қалпына келтірдім. олар менің өмірімнің шектеулі емес екеніне көз жеткізуге көмектесті - мен өз армандарыма қол жеткізе аламын. елу мың адам жергілікті депрессия мен биполярлық қолдау альянсының қолдау тобына жанашырлық пен жігер табады. қолдау көрсету нүкте оргасына көмектеседі немесе көбірек білу үшін 800-826-3632 нөміріне қоңырау шалыңыз. біз онда болдық. біз көмектесе аламыз.",0,"when experiencing depression, i couldn't get out of bed or focus. my goals and dreams drifted away. i got my life back through the help of a support group of people who had been where i was. they helped me see that my life wasn't limited - that i could still achieve my dreams. fifty thousand people find compassion and encouragement at their local depression and bipolar support alliance support group. visit support helps dot org, or call 800-826-3632 to learn more. we've been there. we can help."
"сәбиге бөлуге болатын маңызды іс-әрекеттердің бірі - оқу. сондықтан қоңыр округтің көпшілік кітапханасы жасөспірім ата-аналарға арналған «оқу үшін туылған» бағдарламасын ұсынады. тьюторлар коучинг өткізеді, бейнефильм кеңестер ұсынады, кітапханашылар кітаптар мен басқа материалдарды таратады. бағдарлама мұражай және кітапханаларға қызмет көрсету федералды институтының гранты арқылы мүмкін болды. қосымша ақпарат алу үшін немесе ерікті телефон нөмірі болу үшін, 505-555-1234.",0,"one of the most important activities to share with your baby is reading. that's why the brown county public library is offering the ""born to read"" program for teen parents. tutors provide coaching, a video offers tips, and librarians distribute books and other materials. the program is made possible through a grant from the federal institute of museum and library services. for more information or to be a volunteer call, 505-555-1234."
"бұл картаны баланың қолына бер, мылтыққа орын қалмайды. ине. немесе пышақ. бұл тек қана қағаз, бірақ бұл кішкентай мүшелік билеті миллиондаған баланы нашақорлықтан, бандалардан және мектептен аулақ ұстауға көмектесті. ұлдар мен қыздар клубтарына қалай көмектесуге болатындығын білу үшін 1-800-854-клубына қоңырау шалыңыз. американың ұлдар мен қыздар клубтары. балалар үшін оңтайлы орын.",0,"put this card in the hands of a child and there'll be no room for a gun. a needle. or a knife. it's only a piece of paper, but that little membership card has helped keep millions of kids off drugs, out of gangs and in school. to learn how you can help the boys & girls clubs, call 1-800-854-club. boys & girls clubs of america. the positive place for kids."
"бала кезіңіздегі ең жақсы досыңызды есіңізде ме? мәңгі жақын дос боламын деп ант бергеніңді ұмытпа. ол кеудесінен бір түйіршік тапты. әрбір сегіз әйелдің біреуі өмірінде сүт безі қатерлі ісігіне шалдығады. сіздің көмегімен біз бұл статистиканы өзгертеміз. сондықтан күреске қосылыңыз. егер өзіңіз үшін болмаса, сіз жақсы көретін адам үшін.",0,"remember your best friend from childhood? remember swearing you'd be best friends forever. well she just found a lump in her breast. one out of every eight women will develop breast cancer in her lifetime. with your help, we will change that statistic. so join the fight. if not for yourself, for someone you love."
тек бізде осы жылы 200 000-нан астам әйелдер мен 1300 еркектер сүт безі қатерлі ісігінің диагнозын алады - 40 000 қайтыс болады. сүт безі қатерлі ісігіне қарсы күресте жеңіске жеткенше тыныштық бермейік. сіздің көмегіңізбен біз бұл ауруды жақсылап жоя аламыз. сүт безі қатерлі ісігін зерттеу қоры.,0,"in the u.s. alone, over 200,000 women and 1,300 men will be diagnosed with breast cancer this year - 40,000 will die. let's not rest until we win the battle against breast cancer. with your help, we can erase this disease - for good. the breast cancer research foundation."
"сүт безі қатерлі ісігі әйелдерге әсер етпейді. өмірі де өзгерген отбасылар мен достарды қарастырыңыз. тек бізде ғана 215.990 әйел мен 1450 еркек сүт безі қатерлі ісігінің диагнозын қойып, 40 000-нан астамы қайтыс болады. біз сүт безі қатерлі ісігіне қарсы күресте жеңіске жеткенше тыныштық таба алмаймыз. сүт безі қатерлі ісігін зерттеу қорында қайыр-садақаға жіберілген әр доллардың минимум 85 центі тікелей қатерлі ісік ауруларын зерттеу және ақпараттандыру бағдарламаларына жіберіледі. қордың қайырымдылық штурманынан алынған 4 жұлдызды рейтингі және американдық қайырымдылық институтының «а» бағасы бар. қосымша ақпарат алу үшін www.bcrfcure.org веб-сайтына кіріңіз немесе 866 тегін-қоңырау табыңыз. сіздің көмегімен біз бұл ауруды біржолата жоя аламыз. сүт безі қатерлі ісігін зерттеу қоры. біздің өміріміздегі алдын-алу және емдеу.",0,"breast cancer doesn't just affect women. consider the families and friends whose lives are also changed. in the u.s. alone 215,990 women and 1,450 men will be diagnosed with breast cancer this year and over 40,000 will die. we cannot rest until we win the battle against breast cancer. at the breast cancer research foundation a minimum of 85 cents of every dollar donated goes directly to cancer research and awareness programs. the foundation has a 4 star rating, the highest possible, from charity navigator, and an ""a"" from the american institute of philanthropy. for more information, go to our website at www.bcrfcure.org or call toll free 866 find-a-cure. with your help we can erase this disease for good. the breast cancer research foundation. prevention and a cure in our lifetime."
"сіз өзіңіздің жеріңізде болған кезде сіздің денеңізді көміп тастаңыз сұмдықты елестетіп көріңіз. сіз күресер едіңіз. бірақ күресу оны одан әрі нашарлатады. сіздің бүкіл өміріңіздің келесі тыныс туралы ойлауға дейін азайғанын елестетіп көріңіз. сайып келгенде, сіз өлімді құптайсыз ... бірақ эмфиземамен ауыратын адам бірнеше жыл бойы осылай өмір сүре алады. егер сіз темекі шегетін болсаңыз, өлім сіздің мазасыздығыңыздан аз болуы мүмкін. азап басталмай тұрып тоқтаңыз.",0,"imagine your body being buried while you're still in it. imagine the horror. you'd struggle. but struggling only makes it worse. imagine your whole life reduced to thinking about your next breath. eventually, you'd welcome death... but an emphysema sufferer can go on living like this for years. if you smoke, death could be the least of your worries. stop, before the suffering starts."
"(қозғалтқыштың айналатын дыбысы), егер сіз бұл дыбысты естіген болсаңыз (қауіпсіздік белдігін ескертетін пинг) демек, сіз белбеуді байлауды ұмытып кеттіңіз. (доңғалақтарды мылжыңдап, қоңырау шығарады) бұл дыбыстың кеш екенін білдіреді. қауіпсіздікке қол беріңіз. әрқайсысы тоқтайды. (барлығы 15 секунд psa) txtom үлес қосты",0,(sound of motor revving up) if you hear this sound (seat belt warning ping) it means you forgot to fasten your seatbelt. (horns honking and screeching tires) this sound means it's too late. give safety a hand. everyone buckle up. (total 15 second psa) contributed by txtom
"сіздің дәл қазір сіздің өміріңіздің қалған бөлігіне қатты әсер ететін нәрсе жасауға күшіңіз бар. бұл колледж, жұмыс немесе әскери қызметке қатысу туралы шешімдерді немесе осыған ұқсас нәрселерді қамтымайды. бұл жай жыныстық қатынасқа түсетін болсаңыз, мүшеқапты қолдануды білдіреді. қараңыз, вирусты және көмекші құралдарды алу қаупі әлі де сақталуда және осы күндері, жұқтырған адамдардың жартысы 24 жаста немесе одан кіші. сіз өзіңіздің жаныңыздағы адамға сене аласыз, сіз өзіңіздің жаныңыздағы адамды сүйе аласыз, бірақ сенім мен сүйіспеншілік hiv-ді тоқтата алмайды - презервативтер. сіз бірге жүрген адам жақсы көрінуі мүмкін, бірақ олар оны жұқтыруы мүмкін. және бір рет қорғалмаған жыныстық қатынас сіздің бүкіл өміріңізді түбегейлі өзгертуі мүмкін. күн сайын әр 15 минут сайын, 24 жастан кіші басқа адам хив жұқтырады. сіз олардың бірі емес екеніңізге көз жеткізіңіз. өзіңізді құрметтеңіз, өзіңізді қорғаңыз. сұрақтарыңыз болса, 1.800.922 қоңырау шалыңыз. калифорниядағы алдын-алу кампаниясының көмегімен сізге жеткізілді.",0,"you have the power to do something right now that could drastically affect the rest of your life. it doesn't involve decisions about college, or work, or joinng the military or anything like that. it simply involves using a condom if you're having sex. see, the risk of getting hiv and aids is still out there and these days, half the people who get hiv are 24 years old or younger. you can trust the person you're with, you can love the person you're with, but trust and love can't stop hiv - condoms can. the person you're with may look fine, but they could be infected. and having unprotected sex just once can turn your whole life upside down. every 15 minutes of every day another person 24 or younger gets infected with hiv. make sure you're not one of them. respect yourself, protect yourself. have questions, call 1.800.922.aids. brought to you by the california aids prevention campaign."
"темекі шегудің өмір сүру уақыты оның жеңе алмайтын мүмкіндігі болды. дәрігерлер оның 9 ай химиямен өмір сүруі мүмкін екенін айтты ... онсыз 6 ай. ол соңғысын таңдады. ол 58 жаста еді, мен оны қатты сағындым. мен қатерлі ісік ауруын жеңуге болатынын білмеймін, бірақ темекі шегуге болатындығын білемін. сондықтан ... егер өзіңіз үшін болмаса, оны басқа біреу үшін жасаңыз ... менің досым джеки үшін жасаңыз!",0,"a life time of smoking was odds that she just couldn't beat. doctors said she could maybe live 9 months with chemo...6 months without. she chose the latter. she was 58 and i miss her a lot. i do not know if cancer can be beat but i do know that smoking can. so...if not for yourself, then do it for someone else...do it for my friend jackie!"
